"camstn","elevation_m"
"RMNP_037",601.60332068937
"RMNP_038",2066.41285212138
"RMNP_039",1432.91950313634
"RMNP_040",1568.12396694579
"RMNP_041",1362.28479410054
"RMNP_042",501.359902397309
"RMNP_043",809.891735196874
"RMNP_045",428.6775937755
"RMNP_046",889.467312412924
"RMNP_047",1148.53297554328
"RMNP_048",723.137147281852
"RMNP_050",657.635729832811
"RMNP_051",471.643042150493
"RMNP_052",996.839805615466
"RMNP_053",363.832016629371
"RMNP_054",548.567603187371
"RMNP_055",635.098877783736
"RMNP_056",976.494209112946
"RMNP_058",268.947953096627
"RMNP_059",419.863824631655
"RMNP_060",465.329632694963
"RMNP_061",719.727942780326
"RMNP_062",203.779352855146
"RMNP_063",448.547127956389
"RMNP_064",234.919105688872
"RMNP_065",814.17807712491
"RMNP_066",567.49503658745
"RMNP_067",208.322246919785
"RMNP_068",290.930173669058
"RMNP_069",189.298468550611
"RMNP_070",253.246535186055
"RMNP_071",120.664631525891
"RMNP_072",358.620491395512
"RMNP_073",556.585826289585
"RMNP_074",218.335833853883
"RMNP_075",198.870753735163
"RMNP_076",885.939481111168
"RMNP_077",398.291625441026
"RMNP_078",151.981083552755
"RMNP_079",872.929078912596
"RMNP_080",389.492101340646
"RMNP_081",135.655021986488
"RMNP_082",244.02414900361
"RMNP_083",133.698914203784
"RMNP_084",768.502455544606
"RMNP_085",267.26543577869
"RMNP_086",287.125964280059
"RMNP_087",823.552489104138
"RMNP_088",450.543695012081
"RMNP_089",918.929865595958
"RMNP_090",350.96991023869
"RMNP_091",496.488073619956
"RMNP_092",300.098661792765
"SM_001",2785.37189995861
"SM_002",1735.56713350015
"SM_003",1301.96526312652
"SM_004",2030.40282208948
"SM_005",1977.84879258513
"SM_006",3034.70222449374
"SM_007",1188.74561086173
"SM_008",2317.09416547128
"SM_009",2123.13243870474
"SM_010",1514.47748171297
"SM_011",2717.62721581642
"SM_012",2340.99550133981
"SM_013",2360.65525086924
"SM_014",2059.59610858068
"SM_015",1676.6558346376
"SM_016",2396.02439878319
"SM_017",2919.72323221654
"SM_018",2631.1344985932
"SM_019",1116.29642265127
"SM_020",1659.27077597669
"SM_021",1152.01304025982
"SM_022",889.041291933534
"SM_023",2048.4661896132
"SM_024",475.535845038783
"SM_025",2057.22393179545
"SM_026",1740.84017807008
"SM_027",1652.51654306806
"SM_028",503.574138064297
"SM_029",1311.58025933949
"SM_030",2257.06832951766
"SM_031",1411.90022752662
"SM_032",2833.18030094195
"SM_033",2224.56894748126
